loc_key,date,cases_total,air_quality_Sulphur_dioxide,air_quality_gb-defra-index,air_quality_Ozone,air_quality_Carbon_Monoxide,air_quality_Nitrogen_dioxide,air_quality_PM10,air_quality_us-epa-index,air_quality_PM2.5,year,month,week,dow,is_weekend,is_monsoon,is_winter,is_summer,event_flag,cases_total_lag1,cases_total_lag7,cases_total_lag14,cases_total_rollmean_7,cases_total_rollmean_14
loc2,2020-01-29,26,6.230111305913929,7,94.47385078245874,1.5147588896664612,37.808102946557796,46.94055223909776,2,88.87894940459807,2020,1,5,2,0,0,1,0,0,39.0,32.0,30.0,31.571428571428573,29.857142857142858
loc3,2020-01-30,24,29.70706727640692,5,76.10381116177821,1.1475195187267464,65.42729303353997,101.48948329514305,1,44.48674309825172,2020,1,5,3,0,0,1,0,0,26.0,29.0,24.0,30.857142857142858,29.857142857142858
loc1,2020-01-31,40,18.015489740117314,6,93.83899318691535,0.9770763104669444,37.82734459878221,53.50263323028639,3,11.335855952586742,2020,1,5,4,0,0,1,0,0,24.0,36.0,33.0,31.428571428571427,30.357142857142858
loc1,2020-02-01,32,23.284948055263904,5,29.05765992756688,1.7019909222766454,76.4249224307388,57.448875657370714,3,17.649742332313785,2020,2,5,5,1,0,1,0,0,40.0,33.0,30.0,31.285714285714285,30.5
loc1,2020-02-02,30,31.428403641069288,9,24.326609325718387,0.1325645475655221,73.22337621968431,18.610278777175367,2,5.512630354056084,2020,2,5,6,1,0,1,0,0,32.0,28.0,22.0,31.571428571428573,31.071428571428573
loc1,2020-02-03,28,13.775384606720971,1,55.61892905722952,1.209003859280337,49.877678080902975,13.327044170748337,3,62.258884853246656,2020,2,6,0,0,0,1,0,0,30.0,30.0,33.0,31.285714285714285,30.714285714285715
loc2,2020-02-04,32,4.652464609660223,7,21.221108692703115,0.40609999749899006,31.49030532335282,10.445097362380245,4,65.44114123097751,2020,2,6,1,0,0,1,0,0,28.0,39.0,23.0,30.285714285714285,31.357142857142858
loc2,2020-02-05,28,13.067727341020328,3,96.23090789735221,0.17304128273398434,30.57084462633417,42.52494409361775,2,86.72988974180988,2020,2,6,2,0,0,1,0,0,32.0,26.0,32.0,30.571428571428573,31.071428571428573
loc1,2020-02-06,27,49.01323350198366,5,38.74146322128834,0.9149696764650669,6.668653879040699,10.961982976606087,4,14.25228399047224,2020,2,6,3,0,0,1,0,0,28.0,24.0,29.0,31.0,30.928571428571427
loc3,2020-02-07,35,20.180510494305793,2,94.3787963026698,0.4953483773133903,28.561011655225393,79.87929402784137,1,19.121686707082546,2020,2,6,4,0,0,1,0,0,27.0,40.0,36.0,30.285714285714285,30.857142857142858
loc1,2020-02-08,36,24.95274036143355,1,37.238026550223466,0.5956948454678397,61.112879290337595,111.72088291246206,1,20.430228893077008,2020,2,6,5,1,0,1,0,0,35.0,32.0,33.0,30.857142857142858,31.071428571428573
loc3,2020-02-09,35,8.11947563546601,3,31.54390856138527,0.3353198641511029,24.78953875033403,69.3280299752972,4,42.91294142426085,2020,2,6,6,1,0,1,0,1,36.0,30.0,28.0,31.571428571428573,31.571428571428573
loc2,2020-02-10,18,39.15078430479923,4,40.190907704866675,0.48121592179653905,57.64651312454395,10.455119925089404,4,57.05666134986076,2020,2,7,0,0,0,1,0,0,35.0,28.0,30.0,30.142857142857142,30.714285714285715
loc2,2020-02-11,33,44.987271258742304,9,34.28189674789447,1.304006171395245,54.57649538630644,49.9739325046516,1,51.7400075484348,2020,2,7,1,0,0,1,0,0,18.0,32.0,39.0,30.285714285714285,30.285714285714285
loc2,2020-02-12,25,11.586474510234442,6,69.28130649777898,0.9624448028583263,57.01789222159361,131.9602612737771,1,45.24362921591077,2020,2,7,2,0,0,1,0,0,33.0,28.0,26.0,29.857142857142858,30.214285714285715
loc1,2020-02-13,22,29.723113886174904,6,35.26069143243003,0.10278130728103324,44.02754072741331,83.84029359922069,2,22.631713213060465,2020,2,7,3,0,0,1,0,0,25.0,27.0,24.0,29.142857142857142,30.071428571428573
loc1,2020-02-14,31,11.931319535019675,1,49.706841624096036,0.7865870131640967,12.886944290706666,99.50286167985658,3,74.64038301415088,2020,2,7,4,0,0,1,0,0,22.0,35.0,40.0,28.571428571428573,29.428571428571427
loc3,2020-02-15,34,9.12721247048464,5,99.97343228318698,0.7980931937056058,77.7755994027123,145.69078165076354,2,6.233903585264844,2020,2,7,5,1,0,1,0,1,31.0,36.0,32.0,28.285714285714285,29.571428571428573
loc3,2020-02-16,26,18.50006921036388,8,96.49189309799064,0.5888991603868435,39.790214283555855,80.56229927256581,2,25.285679447837417,2020,2,7,6,1,0,1,0,0,34.0,35.0,30.0,27.0,29.285714285714285
loc3,2020-02-17,32,25.88442769166498,3,19.811743047387125,1.3661665644557843,13.336241639338002,22.66356445528507,1,40.0036195478172,2020,2,8,0,0,0,1,0,0,26.0,18.0,28.0,29.0,29.571428571428573
loc2,2020-02-18,30,36.65805953302366,1,60.006084039385186,1.325368339048481,54.25901524006708,38.33380081689758,4,49.70236517426445,2020,2,8,1,0,0,1,0,0,32.0,33.0,32.0,28.571428571428573,29.428571428571427
loc3,2020-02-19,37,43.288147105024784,9,97.10543169195866,1.429975751662662,71.8999743459639,45.43424063523064,3,55.219300382598256,2020,2,8,2,0,0,1,0,0,30.0,25.0,28.0,30.285714285714285,30.071428571428573
loc1,2020-02-20,40,7.463933879342362,6,66.71155856788697,0.9815835427046351,23.620073823723782,147.91656734218014,4,39.045468208106975,2020,2,8,3,0,0,1,0,0,37.0,22.0,27.0,32.857142857142854,31.0
loc2,2020-02-21,23,20.4173641965347,1,83.65155247658302,1.7739439100019019,26.731653533651414,48.91706183393936,3,69.71688616479999,2020,2,8,4,0,0,1,0,0,40.0,31.0,35.0,31.714285714285715,30.142857142857142
loc3,2020-02-22,31,5.3405499258636056,3,81.93344664293234,1.260656702025167,55.14499022088013,32.87564369286038,3,9.56361921961691,2020,2,8,5,1,0,1,0,0,23.0,34.0,36.0,31.285714285714285,29.785714285714285
loc1,2020-02-23,35,11.195302347913449,8,91.10214806965051,0.26189193418147527,48.42771257560902,71.92760741186711,1,25.99054104610694,2020,2,8,6,1,0,1,0,0,31.0,26.0,35.0,32.57142857142857,29.785714285714285
loc1,2020-02-24,28,45.544939211320255,7,57.755383324943786,1.8057988788305404,56.353580000554,40.434756651100734,2,56.873584988892944,2020,2,9,0,0,0,1,0,0,35.0,32.0,18.0,32.0,30.5
loc3,2020-02-25,30,21.118800189832573,8,85.25260487891539,1.969561370320609,7.5932601237818815,49.93615124731737,1,9.87637914347378,2020,2,9,1,0,0,1,0,0,28.0,30.0,33.0,32.0,30.285714285714285
loc3,2020-02-26,24,46.203678069950136,6,58.52878776011419,1.6979656400559746,71.05654250129697,19.366850778327088,2,7.211937600242595,2020,2,9,2,0,0,1,0,0,30.0,37.0,25.0,30.142857142857142,30.214285714285715
loc3,2020-02-27,28,5.202260172777116,3,7.794301483468667,0.24176494401290077,7.2927150919919566,113.1616250958201,1,64.89658554469538,2020,2,9,3,0,0,1,0,0,24.0,40.0,22.0,28.428571428571427,30.642857142857142
loc3,2020-02-28,28,38.70795257234432,5,31.952396975923968,0.37110005403447144,58.27608848778872,92.75232415165085,1,94.46738332557133,2020,2,9,4,0,0,1,0,1,28.0,23.0,31.0,29.142857142857142,30.428571428571427
loc2,2020-02-29,30,43.08834744356725,8,58.205897680983256,1.7430813535894456,79.46682939775114,66.33867931798237,1,5.446177528328207,2020,2,9,5,1,0,1,0,0,28.0,31.0,34.0,29.0,30.142857142857142
loc3,2020-03-01,34,5.5974788872835015,2,56.995623043570156,0.4895648828151429,29.64506599432418,101.4067061625334,1,40.193743566480215,2020,3,9,6,1,0,0,1,0,30.0,35.0,26.0,28.857142857142858,30.714285714285715
loc3,2020-03-02,32,19.052284407779332,7,5.810737716732251,0.4391091544461071,23.383974771805534,43.62190651923605,1,79.2928266749764,2020,3,10,0,0,0,0,1,0,34.0,28.0,32.0,29.428571428571427,30.714285714285715
loc1,2020-03-03,34,33.70861352029075,3,68.41777047944599,1.8378591029976907,8.129202689204885,13.842066504066059,2,13.288651881603766,2020,3,10,1,0,0,0,1,0,32.0,30.0,30.0,30.0,31.0
loc3,2020-03-04,34,36.89215333040369,1,63.146290379684295,1.318513874522223,48.23773190087192,13.439570484471936,1,67.42702594538031,2020,3,10,2,0,0,0,1,0,34.0,24.0,37.0,31.428571428571427,30.785714285714285
loc2,2020-03-05,31,49.96042344801159,3,91.1101001289452,1.259280573588405,8.371103317108478,61.607336660645174,2,80.09820363090475,2020,3,10,3,0,0,0,1,0,34.0,28.0,40.0,31.857142857142858,30.142857142857142
loc3,2020-03-06,26,1.4738393310376126,5,94.57395733152016,0.7936898507058882,73.53531428672318,133.65150516787872,2,46.80494425996142,2020,3,10,4,0,0,0,1,0,31.0,28.0,23.0,31.571428571428573,30.357142857142858
loc2,2020-03-07,27,12.680931769606447,4,73.68918250201004,1.6086379193776221,32.130061023380726,97.21315601210044,3,74.34064199063656,2020,3,10,5,1,0,0,1,0,26.0,30.0,31.0,31.142857142857142,30.071428571428573
loc3,2020-03-08,25,5.335094576871759,9,30.642694324480427,1.4877752711335683,12.864003403340735,26.396698784854912,4,74.17911843353616,2020,3,10,6,1,0,0,1,0,27.0,34.0,35.0,29.857142857142858,29.357142857142858
loc2,2020-03-09,31,24.479218826082057,9,43.60750776254201,0.821949675159324,71.49317051044896,118.90937219757947,3,85.17451792843441,2020,3,11,0,0,0,0,1,0,25.0,32.0,28.0,29.714285714285715,29.571428571428573
loc3,2020-03-10,31,16.947072692684998,3,19.4361506276,0.8844468451666538,59.58896712105302,118.70648873630874,1,86.99264189072247,2020,3,11,1,0,0,0,1,0,31.0,34.0,30.0,29.285714285714285,29.642857142857142
loc1,2020-03-11,29,28.576718939288018,8,65.67977068117617,1.7056029149914032,53.41348205687727,32.83064619243105,4,56.111129175613435,2020,3,11,2,0,0,0,1,1,31.0,34.0,24.0,28.571428571428573,30.0
loc1,2020-03-12,25,38.21706364618196,4,25.237881374321102,0.8285506309661311,19.738889211433307,148.12339495884055,2,80.51818133322661,2020,3,11,3,0,0,0,1,0,29.0,31.0,28.0,27.714285714285715,29.785714285714285
loc1,2020-03-13,27,27.48057547778064,9,26.102622426655515,0.343961511970852,42.919324646041915,87.29549662854897,3,79.30084702000622,2020,3,11,4,0,0,0,1,0,25.0,26.0,28.0,27.857142857142858,29.714285714285715
loc1,2020-03-14,40,31.588691273930255,1,62.3664250309706,0.3550241831943517,66.38543667951285,43.83786001658712,3,78.73928339398483,2020,3,11,5,1,0,0,1,1,27.0,27.0,30.0,29.714285714285715,30.428571428571427
loc3,2020-03-15,40,18.28196313840461,2,25.0161366940909,0.9982945552224894,55.193701169322274,104.88566395531845,4,30.22659365432869,2020,3,11,6,1,0,0,1,0,40.0,25.0,34.0,31.857142857142858,30.857142857142858
loc2,2020-03-16,26,49.326769707192696,3,95.61461564556616,0.7162197453306274,46.03005305307774,27.354230791314386,4,16.70024347444003,2020,3,12,0,0,0,0,1,0,40.0,31.0,32.0,31.142857142857142,30.428571428571427
loc3,2020-03-17,25,35.92052114944567,4,37.607662829776,1.1746527100152933,70.13117528729393,80.98221179712534,1,7.108314227276198,2020,3,12,1,0,0,0,1,0,26.0,31.0,34.0,30.285714285714285,29.785714285714285
loc1,2020-03-18,21,7.07949014685567,2,93.178513174869,0.5250301631145954,18.87908995886508,32.223302503549675,2,34.80522977307885,2020,3,12,2,0,0,0,1,0,25.0,29.0,34.0,29.142857142857142,28.857142857142858
loc1,2020-03-19,33,34.63136059805909,4,85.41535165709634,1.0449945582877256,13.523854740310236,46.39554982666776,2,34.52357081907168,2020,3,12,3,0,0,0,1,0,21.0,25.0,31.0,30.285714285714285,29.0
loc2,2020-03-20,37,1.2537364710646648,2,65.55744387072477,0.7359577690344801,73.91177470049585,86.25757598381023,3,58.77313422630525,2020,3,12,4,0,0,0,1,0,33.0,27.0,26.0,31.714285714285715,29.785714285714285
loc3,2020-03-21,26,46.31078024214344,2,53.11428204969831,1.8344774928633283,33.74051950258803,115.34712268571442,3,93.23732969116158,2020,3,12,5,1,0,0,1,0,37.0,40.0,27.0,29.714285714285715,29.714285714285715
loc3,2020-03-22,29,27.507489054215615,5,87.07866674182065,1.0023512055051138,59.508536457012156,36.19651224732307,1,31.080743953252252,2020,3,12,6,1,0,0,1,0,26.0,40.0,25.0,28.142857142857142,30.0
loc1,2020-03-23,34,31.21491106385279,3,17.462191582723836,0.4215240366389692,24.637130879550288,100.80157045474463,4,98.3308339141384,2020,3,13,0,0,0,0,1,0,29.0,26.0,31.0,29.285714285714285,30.214285714285715
loc3,2020-03-24,34,40.821698040313784,5,27.464974106256722,0.21888924210690047,13.122887382545022,15.873983423477803,2,22.210935104151673,2020,3,13,1,0,0,0,1,0,34.0,25.0,31.0,30.571428571428573,30.428571428571427
loc3,2020-03-25,34,43.15345750308757,2,97.78243655625293,0.7418599732239884,24.537144323934047,88.98329576761581,2,83.75342909141183,2020,3,13,2,0,0,0,1,0,34.0,21.0,29.0,32.42857142857143,30.785714285714285
loc3,2020-03-26,20,26.854103187768487,4,52.01497278426071,0.15856656233732766,79.07240295862938,82.0053024826289,2,98.5989469506008,2020,3,13,3,0,0,0,1,1,34.0,33.0,25.0,30.571428571428573,30.428571428571427
loc2,2020-03-27,32,9.966476166652718,5,74.81391405060052,1.6751268425358752,45.0070358406762,87.39617503699068,2,86.00104318986665,2020,3,13,4,0,0,0,1,0,20.0,37.0,27.0,29.857142857142858,30.785714285714285
loc3,2020-03-28,39,39.99476222675258,5,63.18385585776599,1.1412147282086602,14.559695093825638,50.74093558706849,4,9.060014805704178,2020,3,13,5,1,0,0,1,0,32.0,26.0,40.0,31.714285714285715,30.714285714285715
loc1,2020-03-29,34,6.7771502990105095,5,29.293534416985963,1.442067366955219,35.959101415442944,86.7640574720831,1,47.75058571674056,2020,3,13,6,1,0,0,1,0,39.0,29.0,40.0,32.42857142857143,30.285714285714285
loc1,2020-03-30,23,28.508744533846517,2,34.65330348330825,1.0446187251365553,8.699923627768769,24.349420804203792,3,69.31793947807422,2020,3,14,0,0,0,0,1,0,34.0,34.0,26.0,30.857142857142858,30.071428571428573
loc3,2020-03-31,24,14.51256137342354,3,78.83149150259094,1.0323592163975621,75.9168582493415,80.67240288843927,3,71.72622578752171,2020,3,14,1,0,0,0,1,0,23.0,34.0,25.0,29.428571428571427,30.0
loc1,2020-04-01,38,12.82633825533623,3,98.28294451487298,0.5285199565877747,26.811686677185374,126.7576346197693,1,18.571523257239953,2020,4,14,2,0,0,0,1,0,24.0,34.0,21.0,30.0,31.214285714285715
loc1,2020-04-02,36,30.274925477441958,1,87.04970763321406,1.2897236890918227,19.391325508178717,105.32526477105844,2,34.334871730891116,2020,4,14,3,0,0,0,1,0,38.0,20.0,33.0,32.285714285714285,31.428571428571427
loc3,2020-04-03,33,11.790455580716433,6,48.47015792994556,1.2996533741393255,73.61645639218361,149.3743276735309,1,66.05486029913607,2020,4,14,4,0,0,0,1,0,36.0,32.0,37.0,32.42857142857143,31.142857142857142
loc3,2020-04-04,36,4.491706174720524,7,22.702116857347814,1.497505676748024,13.95480621089594,145.74674118462954,1,71.18874491655296,2020,4,14,5,1,0,0,1,0,33.0,39.0,26.0,32.0,31.857142857142858
loc3,2020-04-05,40,41.51415125481019,1,11.58988317481354,0.6237024372754403,61.94807510133604,50.082106473030315,4,88.91856609726823,2020,4,14,6,1,0,0,1,0,36.0,34.0,29.0,32.857142857142854,32.642857142857146
loc1,2020-04-06,25,18.845561927993195,1,72.4401476007193,0.49862863821376624,59.10003552949481,117.6934732867121,1,76.93352955824467,2020,4,15,0,0,0,0,1,0,40.0,23.0,34.0,33.142857142857146,32.0
loc2,2020-04-07,25,11.31907346829068,1,71.44277749642168,0.9894277227562428,24.44675348017395,69.97353499315602,1,79.48610635451165,2020,4,15,1,0,0,0,1,0,25.0,24.0,34.0,33.285714285714285,31.357142857142858
loc2,2020-04-08,24,46.781996683648934,8,95.30040739287722,1.9259270444869283,30.726326326261134,77.73805123718166,3,37.51003161828905,2020,4,15,2,0,0,0,1,0,25.0,38.0,34.0,31.285714285714285,30.642857142857142
loc2,2020-04-09,33,7.759650522664625,3,28.593629456649598,1.0638691210017395,65.44758260690668,76.58220627871809,4,88.41300226242996,2020,4,15,3,0,0,0,1,0,24.0,36.0,20.0,30.857142857142858,31.571428571428573
loc1,2020-04-10,34,14.275051044985803,3,75.17438314859103,0.5868049170441328,47.174345085539485,29.723596982067,1,36.6901945253455,2020,4,15,4,0,0,0,1,0,33.0,33.0,32.0,31.0,31.714285714285715
loc2,2020-04-11,21,40.78961111985831,8,23.544090668333833,0.7766176885407946,74.96142719004435,98.60159013176758,1,96.46965204191473,2020,4,15,5,1,0,0,1,0,34.0,36.0,39.0,28.857142857142858,30.428571428571427
loc2,2020-04-12,22,20.658415093862875,7,83.50738994785004,0.15165436846805153,64.20274325120805,84.55049386234072,4,36.946053029457744,2020,4,15,6,1,0,0,1,0,21.0,40.0,34.0,26.285714285714285,29.571428571428573
loc3,2020-04-13,29,31.13670396828993,2,17.590590984279174,0.26253106790155667,40.5421086883011,71.78987243698907,3,51.481334696288236,2020,4,16,0,0,0,0,1,0,22.0,25.0,23.0,26.857142857142858,30.0
loc1,2020-04-14,29,34.30827640755948,5,81.14163726137703,1.0304007659896637,52.94705906811558,136.1665252718634,2,42.290363663992764,2020,4,16,1,0,0,0,1,0,29.0,25.0,24.0,27.428571428571427,30.357142857142858
loc2,2020-04-15,36,31.130172118335135,7,15.1070573414185,0.6667390963171845,20.044824264075313,110.23395131080237,2,28.195336503338496,2020,4,16,2,0,0,0,1,0,29.0,24.0,38.0,29.142857142857142,30.214285714285715
loc1,2020-04-16,24,43.490720867828905,2,90.58749467369029,1.9831990627540028,40.580340831505765,100.63318364293217,2,61.96965266769555,2020,4,16,3,0,0,0,1,1,36.0,33.0,36.0,27.857142857142858,29.357142857142858
loc2,2020-04-17,28,20.438351631899263,5,57.32614858787323,1.4361401752010745,37.754458582586196,135.8441392823947,4,25.865903957961866,2020,4,16,4,0,0,0,1,0,24.0,34.0,33.0,27.0,29.0
loc3,2020-04-18,34,18.09716796855784,2,83.65431074907818,0.12744088936710454,34.998313910602434,82.91089685440828,2,77.24398616376244,2020,4,16,5,1,0,0,1,0,28.0,21.0,36.0,28.857142857142858,28.857142857142858
loc1,2020-04-19,36,43.70535026833465,1,88.08836080637577,0.7670053608416046,79.64070968331671,58.051788809058536,1,44.4540764045062,2020,4,16,6,1,0,0,1,0,34.0,22.0,40.0,30.857142857142858,28.571428571428573
loc1,2020-04-20,29,4.186269125221873,8,29.1378139658493,0.14798760014967616,60.85851191027519,41.72858836286106,1,80.64658191905197,2020,4,17,0,0,0,0,1,0,36.0,29.0,25.0,30.857142857142858,28.857142857142858
loc2,2020-04-21,32,43.15966480902079,6,46.231299343278856,0.13594818431428096,8.013512340496058,10.65011144535511,4,85.11893455702472,2020,4,17,1,0,0,0,1,0,29.0,29.0,25.0,31.285714285714285,29.357142857142858
loc2,2020-04-22,28,48.608886901286944,7,77.28425885264582,0.9503528491883368,48.825143205605585,16.047992736945304,1,40.358911082487204,2020,4,17,2,0,0,0,1,0,32.0,36.0,24.0,30.142857142857142,29.642857142857142
loc1,2020-04-23,37,8.528457765069263,4,83.7166376607644,1.1298832721279124,31.910955874788524,93.82497283013053,4,30.699913673188473,2020,4,17,3,0,0,0,1,0,28.0,24.0,33.0,32.0,29.928571428571427
loc2,2020-04-24,32,16.840851759269484,2,7.789195998091324,1.1295265317645284,41.250613382822365,107.84916486948994,3,56.484668136671324,2020,4,17,4,0,0,0,1,0,37.0,28.0,34.0,32.57142857142857,29.785714285714285
loc2,2020-04-25,19,49.96907448490319,5,78.36797246855097,1.622284171791131,60.83048560347724,50.715657886482234,3,18.69202348536082,2020,4,17,5,1,0,0,1,0,32.0,34.0,21.0,30.428571428571427,29.642857142857142
loc1,2020-04-26,41,44.75669723380599,6,33.415514226309654,1.4621575635429829,76.02736968362363,134.72440709567803,2,65.18633771403705,2020,4,17,6,1,0,0,1,0,19.0,36.0,22.0,31.142857142857142,31.0
loc2,2020-04-27,34,3.8788785091960696,4,30.240363998858363,0.5598394227573881,53.068715125982905,14.403680930982883,1,44.76046920252796,2020,4,18,0,0,0,0,1,0,41.0,29.0,29.0,31.857142857142858,31.357142857142858
loc1,2020-04-28,29,48.61363449053952,2,93.96134652254527,0.3979734364104677,77.55813478063932,39.18229049755605,2,84.37010847933833,2020,4,18,1,0,0,0,1,0,34.0,32.0,29.0,31.428571428571427,31.357142857142858
loc3,2020-04-29,22,40.48750740587919,5,34.49878903503722,1.9092896079886972,24.513826533199694,96.70568750072732,3,73.30307675154512,2020,4,18,2,0,0,0,1,0,29.0,28.0,36.0,30.571428571428573,30.357142857142858
loc1,2020-04-30,24,21.18345118738214,4,35.7934717516351,0.23073438204377636,40.07310033427711,138.00069657678557,1,43.57569031700188,2020,4,18,3,0,0,0,1,0,22.0,37.0,24.0,28.714285714285715,30.357142857142858
loc1,2020-05-01,27,14.886587551623634,4,6.2713023399614,1.7355720966481993,42.743367184118576,93.67239115757022,4,42.507380773222955,2020,5,18,4,0,0,0,1,0,24.0,32.0,28.0,28.0,30.285714285714285
loc2,2020-05-02,35,43.50798031502634,7,59.31163733643999,1.1404085832322008,21.708511678599535,142.40307364612084,2,27.282475305776288,2020,5,18,5,1,0,0,1,1,27.0,19.0,34.0,30.285714285714285,30.357142857142858
